movie_id,title_x,tags
1452,Superman Returns,"superman return to discov hi 5-year absenc ha allow lex luthor to walk free, and that those he wa closest too felt abandon and have move on. luthor plot hi ultim reveng that could see million kill and chang the face of the planet forever, as well as rid himself of the man of steel. nan adventur fantasi action sciencefict save the world dc comic invulner sequel superhero base on comic book kryptonit super power superhuman strength lex luthor brandonrouth kevinspacey katebosworth jamesmarsden parkerposey franklangella samhuntington evamariesaint marlonbrando kalpenn tristanlakeleabu davidfabrizio ianrobert vincentston jacklarson noelneil keeganjoyc jordanabeatti jonpet gilbertadl bryansing bryansing"
10764,Quantum of Solace,"quantum of solac continu the adventur of jame bond after casino royale. betray by vesper, the woman he loved, 007 fight the urg to make hi latest mission personal. pursu hi determin to uncov the truth, bond and m interrog mr. white, who reveal that the organ that blackmail vesper is far more complex and danger than anyon had imagined. for love, for hate, for justice, for revenge. adventur action thriller crime kill undercov secret agent british secret servic danielcraig olgakurylenko mathieuamalr judidench giancarlogiannini gemmaarterton jeffreywright davidharbour jesperchristensen anatoletaubman rorykinnear timpigott-smith joaquíncosio glennfost paulritt stanakat lucrezialantedellarover neiljackson oonachaplin rachelmcdowal gustavonanez markwakel sarahhadland daviddecio aaronk alexandraprusa brandonjovanovich alexandrekrawetz fernandoguilléncuervo jesúsochoa simonkassianid brendano'hea barbarabroccoli marcforst michaelg.wilson"
58,Pirates of the Caribbean: Dead Man's Chest,"captain jack sparrow work hi way out of a blood debt with the ghostli davey jones, he also attempt to avoid etern damnation. jack is back! adventur fantasi action witch fortun teller bondag exot island monster captain card game east india trade compani compass ship daughter pirat swashbuckl aftercreditssting johnnydepp orlandobloom keiraknightley stellanskarsgård billnighi jackdavenport kevinmcn jonathanpryc leearenberg mackenziecrook tomholland naomieharri davidbaili martinklebba davidschofield alexnorton geoffreyrush dermotkeaney andybeckwith cliveashborn reggiele christopheradamson jonathanlinsley johnboswal maxbak stevespeir laurenmah vanessabranch lukedewoolfson jonathankit ho-kwants peterdonaldbadalamentiii christophers.capp goreverbinski jerrybruckheim peterkohn patsandston"
57201,The Lone Ranger,"the texa ranger chase down a gang of outlaw led by butch cavendish, but the gang ambush the rangers, seemingli kill them all. one survivor is found, however, by an american indian name tonto, who nurs him back to health. the ranger, don a mask and ride a white stallion name silver, team up with tonto to bring the unscrupul gang and other of that ilk to justice. never take off the mask action adventur western texa hors survivor texa ranger partner outlaw escap lawyer train lone ranger comanch the lone ranger tonto johnnydepp armiehamm williamfichtn helenabonhamcart jamesbadgedal tomwilkinson ruthwilson barrypepp jamesfrain masoncook matto'leari leonrippi harrytreadaway damonherriman w.earlbrown gilbirmingham saginawgr stephenbrodi matthewpag nickw.nicholson bryantprinc jdcullum joaquíncosio timothyv.murphi damoncarney kevinwiggin chadbrummett robertbak lewtempl stephenroot randyoglesbi bradgreenquist rancehoward leonardearlhowz travishamm stevecorona jackaxelrod christopherhagen fredafohshen margaretbowman luzp.mendez lainalouck devonj.adam desiraeanslov charlottecormi meganpribyl brianavanschuyv juliestracen chadrandal jasone.hil bethbailey joannecamp bobrumnock taitfletch alexknight argosmaccallum pokeylafarg joeyglynn adamhoskin ryankoenig goreverbinski goreverbinski jerrybruckheim"
49521,Man of Steel,"a young boy learn that he ha extraordinari power and is not of thi earth. as a young man, he journey to discov where he came from and what he wa sent here to do. but the hero in him must emerg if he is to save the world from annihil and becom the symbol of hope for all mankind. you will believ that a man can fly. action adventur fantasi sciencefict save the world dc comic superhero base on comic book superhuman alien invas reboot super power dc extend univers henrycavil amyadam michaelshannon kevincostn dianelan russellcrow laurencefishburn antjetrau christophermeloni jadingould tahmohpenikett ayeletzur richardschiff dylansprayberri michaelkelli carlagugino richardcetron mackenziegray julianrich maryblack samanthajo rebeccabul christinawren davidlewi dougabraham bradkelli alessandrojuliani jackfoley robertgerdisch harrylennix jacquelinescislowski seancampbel rajlal charlesroven christophernolan emmathoma zacksnyd deborahsnyd"
2454,The Chronicles of Narnia: Prince Caspian,"one year after their incred adventur in the lion, the witch and the wardrobe, peter, edmund, luci and susan pevensi return to narnia to aid a young princ whose life ha been threaten by the evil king miraz. now, with the help of a color cast of new characters, includ trufflehunt the badger and nikabrik the dwarf, the pevensi clan embark on an incred quest to ensur that narnia is return to it right heir. hope ha a new face. adventur famili fantasi base on novel fiction place brother sister relationship lion human be wretch leap in time matter of life and death faith uncl narnia fantasi world benbarn williammoseley annapopplewel skandarkeyn georgiehenley sergiocastellitto aliciaborrachero peterdinklag warwickdavi vincentgrass pierfrancescofavino damiánalcázar simónandreu predragbjelac shanerangi cornelljohn liamneeson kenstott tildaswinton eddieizzard kláraissová markjohnson andrewadamson andrewadamson philipsteu"
24428,The Avengers,"when an unexpect enemi emerg and threaten global safeti and security, nick fury, director of the intern peacekeep agenc known as s.h.i.e.l.d., find himself in need of a team to pull the world back from the brink of disaster. span the globe, a dare recruit effort begins! some assembl required. sciencefict action adventur new york shield marvel comic superhero base on comic book alien invas superhero team aftercreditssting duringcreditssting marvel cinemat univers robertdowneyjr. chrisevan markruffalo chrishemsworth scarlettjohansson jeremyrenn tomhiddleston clarkgregg cobiesmuld stellanskarsgård samuell.jackson gwynethpaltrow paulbettani jennyagutt walterperez powersbooth stanle arthurdarbinyan donaldli ashleyjohnson harrydeanstanton aliciasixto dieterriesl jamiemcshan jeffwolf jerzyskolimowski maximilianohernández alexisdenisof jameseckhous envergjokaj damionpoiti tinabenko kirillnikiforov m'laahkaursingh rashmirustagi warrenkol jessegarcia kennethtigar joshcowderi katsumikomatsu yumikokomatsu momokokomatsu robertclohessi fernandatok andreavecchio robinswoboda brentmcge michaelzhang william-christopherstephen kelleyrobin romyrosemont patkiernan thomasrobert jillianmorges catherineanderson ricardoandr loganbennett mayankbhatt sharitabon jasonbotsford marykatecampbel genen.chavez laylacushman robertdean rickdremann jeffreyfeingold louferrigno rodfield ericfrank israelhal carmendeeharri alexanderchristopherjon mikekarban demoinekinney andrewknod annettelawless kimberlyj.mahoney toddman jorgemardel tiffanysandermckenzi michaelmcmillan seanmeehan jotinagra hollyneeli calebdanielno josepho'brien jeremyorr natepaig martinpalm mariaperossa calebpieplow alexanderdanielpimentel frankpow jaimepow brentreichert kellyrubl ginasarno robertb.schneideriv jeffseich christinashaff alondashevett douglasslygh colinstraus robertp.thitoff georgethoma shanethompson jerryleetuck taiurban chrisvaina sandraweston sethzielick alexdecourvil debbiescaletta andrea-nicholeoliva tinagrimm kevinfeig josswhedon"
1865,Pirates of the Caribbean: On Stranger Tides,"captain jack sparrow cross path with a woman from hi past, and he' not sure if it' love -- or if she' a ruthless con artist who' use him to find the fabl fountain of youth. when she forc him aboard the queen anne' revenge, the ship of the formid pirat blackbeard, jack find himself on an unexpect adventur in which he doesn't know who to fear more: blackbeard or the woman from hi past. live forev or die trying. adventur action fantasi sea captain mutini sword prime minist sail silver ship duke mermaid pirat soldier battl swashbuckl aftercreditssting 3d johnnydepp penélopecruz ianmcshan kevinmcn geoffreyrush samclaflin astridbergès-frisbey stephengraham gregelli damiano'har óscarjaenada richardgriffith keithrichard gemmaward judidench ianmerc robbiekay christopherfairbank yukimatsuzaki steveevet bronsonwebb derekmear deobiaoparei sebastianarmesto antonless rogerallam paulbaz richardthomson dannyleboy alanj.utley-moor lukerobert emiliajon sanyahugh lejon siegfriedpet jerrybruckheim robmarshal"
41154,Men in Black 3,"agent j (will smith) and k (tommi lee jones) are back...in time. j ha seen some inexplic thing in hi 15 year with the men in black, but nothing, not even aliens, perplex him as much as hi wry, retic partner. but when k' life and the fate of the planet are put at stake, agent j will have to travel back in time to put thing right. j discov that there are secret to the univers that k never told him - secret that will reveal themselv as he team up with the young agent k (josh brolin) to save hi partner, the agency, and the futur of humankind. they are back... in time. action comedi sciencefict time travel time machin alien fiction govern agenc see the futur chang histori willsmith tommyleejon joshbrolin michaelstuhlbarg emmathompson jemainecl nicolescherzing aliceev billhad michaelchernu davidrasch keoneyoung cayenmartin mikecolt melahudson willarnett kelvindavi danbittn walterf.park barrysonnenfeld lauriemacdonald"
122917,The Hobbit: The Battle of the Five Armies,"immedi after the event of the desol of smaug, bilbo and the dwarv tri to defend erebor' mountain of treasur from other who claim it: the men of the ruin laketown and the elv of mirkwood. meanwhil an armi of orc led by azog the defil is march on erebor, fuel by the rise of the dark lord sauron. dwarves, elv and men must unite, and the hope for middle-earth fall into bilbo' hands. wit the defin chapter of the middle-earth saga action adventur fantasi corrupt elv dwarv orc middle-earth (tolkien) hobbit dragon battl unlik friendship epic battl sword and sorceri martinfreeman ianmckellen richardarmitag kenstott grahammctavish williamkirch jamesnesbitt stephenhunt deano'gorman aidanturn johncallen peterhambleton jedbrophi markhadlow adambrown orlandobloom evangelinelilli leepac cateblanchett hugoweav christopherle ianholm mikaelpersbrandt sylvestermccoy lukeevan stephenfri johnbel ryangag peggynesbitt marynesbitt manubennett johntui billyconnolli benedictcumberbatch kellykilgour sarahpeirs nickblak simonlondon conansteven allansmith mirandaharcourt thomasinmckenzi peterjackson peterjackson franwalsh carolynnecunningham zanewein"
1930,The Amazing Spider-Man,"peter parker is an outcast high schooler abandon by hi parent as a boy, leav him to be rais by hi uncl ben and aunt may. like most teenagers, peter is tri to figur out who he is and how he got to be the person he is today. as peter discov a mysteri briefcas that belong to hi father, he begin a quest to understand hi parents' disappear – lead him directli to oscorp and the lab of dr. curt connors, hi father' former partner. as spider-man is set on a collis cours with connors' alter ego, the lizard, peter will make life-alt choic to use hi power and shape hi destini to becom a hero. the untold stori begins. action adventur fantasi loss of father vigilant serum marvel comic scientif experi spider bite mask vigilant reboot super power genet engin social outcast duringcreditssting andrewgarfield emmaston rhysifan denisleari campbellscott irrfankhan martinsheen sallyfield maxcharl chriszylka embethdavidtz leifgantvoort hannahmark kelseyasbil c.thomashowel stanle michaelmasse michaelpapajohn karicoleman charliedepew skylergisondo jacobrodi jakekeiff kevinmccorkl barbaraeveharri danielleburgio michaelbarra andypessoa andygladbach ringhendricks-tellefsen tomwait keithcampbel stevedecastro jameschen alexanderbedria johnburk jillflint markdaugherti miltongonzález vincentlaresca damienlemon tyupshaw tiatexada jaycaputo terrybozeman jenniferlyon ambersteven zoeydeutch jodycosgrove-kao maxbogn ethancohn mileselliot mirandaladawnhil amandamacdonald maurymorgan amynovondo kristinquick lauraziskin aviarad marcwebb matttolmach"
20662,Robin Hood,"when soldier robin happen upon the die robert of loxley, he promis to return the man' sword to hi famili in nottingham. there, he assum robert' identity; romanc hi widow, marion; and draw the ire of the town' sheriff and king john' henchman, godfrey. rise and rise again, until lamb becom lions. action adventur robin hood archer knight sherwood forest bow and arrow middl age mediev king of england russellcrow cateblanchett maxvonsydow williamhurt markstrong oscarisaac dannyhuston eileenatkin markaddi matthewmacfadyen kevindurand scottgrim alandoyl douglashodg léaseydoux jonathanzaccaï robertpugh gerardmcsorley velibortop ciaranflynn simonmcburney marklewisjon bronsonwebb denisménochet rubybental jessicarain johnnichola royhold denisegough lukeevan arthurdarvil gianninafacio ralphineson jakecurran briangraz ridleyscott ridleyscott russellcrow"
57158,The Hobbit: The Desolation of Smaug,"the dwarves, bilbo and gandalf have success escap the misti mountains, and bilbo ha gain the one ring. they all continu their journey to get their gold back from the dragon, smaug. beyond darkness... beyond desolation... lie the greatest danger of all. adventur fantasi elv dwarv orc hobbit dragon wizard sword and sorceri martinfreeman ianmckellen richardarmitag kenstott grahammctavish williamkirch jamesnesbitt stephenhunt deano'gorman aidanturn benedictcumberbatch leepac lukeevan evangelinelilli orlandobloom mikaelpersbrandt manubennett stephenfri johnbel sylvestermccoy terrynotari peterhambleton cateblanchett stephencolbert jedbrophi sarahpeirs marynesbitt peggynesbitt markhadlow johncallen adambrown benmitchel peterjackson peterjackson franwalsh carolynnecunningham zanewein"
2268,The Golden Compass,"after overhear a shock secret, precoci orphan lyra belacqua trade her carefre exist roam the hall of jordan colleg for an otherworldli adventur in the far north, unawar that it' part of her destiny. there are world beyond our own - the compass will show the way. adventur fantasi england compass experi lordship uncl polar bear orphan anim base on young adult novel dakotabluerichard nicolekidman danielcraig samelliott evagreen freddiehighmor ianmckellen benwalk ianmcshan kristinscottthoma kathyb jimcart tomcourtenay christopherle simonmcburney jackshepherd magdaszubanski derekjacobi clarehiggin charlierow stevenloton michaelantoni markmottram hattiemorahan jasonwatkin samhoar briannickel thomasarnold helensoraya chrisweitz billcarraro deborahfort"
254,King Kong,"in 1933 new york, an overli ambiti movi produc coerc hi cast and hire ship crew to travel to mysteri skull island, where they encount kong, a giant ape who is immedi smitten with the lead lady. the eighth wonder of the world. adventur drama action film busi screenplay show busi film make film produc exot island monster indigen ship dinosaur naomiwatt jackblack adrienbrodi thomaskretschmann colinhank andyserki evanpark jamiebel lobochan johnsumn craighal kylechandl williamjohnson davidpittu markhadlow geraldinebrophi daviddenni pipmushin jimknobeloch richerbert leedonahu tomhobb tirielmora jedbrophi johnwraight williamwallac frankedward crawfordthomson richardkavanagh stephenhal joefolau chiclittlewood samueltaylor peterjackson peterjackson franwalsh janblenkin carolynnecunningham"
